Chave:10000 | Alt esq: 0 | Alt dir: 0 
Chave:10499 | Alt esq: 0 | Alt dir: 0 
Chave:10500 | Alt esq: 2 | Alt dir: 1 
Chave:10501 | Alt esq: 0 | Alt dir: 0 
Chave:10502 | Alt esq: 3 | Alt dir: 4 
Chave:10503 | Alt esq: 0 | Alt dir: 0 
Chave:10504 | Alt esq: 1 | Alt dir: 0 
Chave:10505 | Alt esq: 2 | Alt dir: 1 
Chave:10506 | Alt esq: 0 | Alt dir: 0 
Chave:10507 | Alt esq: 3 | Alt dir: 3 
Chave:10508 | Alt esq: 0 | Alt dir: 0 
Chave:10509 | Alt esq: 1 | Alt dir: 1 
Chave:10510 | Alt esq: 0 | Alt dir: 0 
Chave:10511 | Alt esq: 2 | Alt dir: 2 
Chave:10512 | Alt esq: 0 | Alt dir: 1 
Chave:10513 | Alt esq: 0 | Alt dir: 0 
Chave:10514 | Alt esq: 11 | Alt dir: 10 
Chave:10515 | Alt esq: 0 | Alt dir: 1 
Chave:10516 | Alt esq: 0 | Alt dir: 0 
Chave:10517 | Alt esq: 2 | Alt dir: 3 
Chave:10518 | Alt esq: 0 | Alt dir: 1 
Chave:10519 | Alt esq: 0 | Alt dir: 0 
Chave:10520 | Alt esq: 2 | Alt dir: 1 
Chave:10521 | Alt esq: 0 | Alt dir: 0 
Chave:10522 | Alt esq: 4 | Alt dir: 4 
Chave:10523 | Alt esq: 0 | Alt dir: 1 
Chave:10524 | Alt esq: 0 | Alt dir: 0 
Chave:10525 | Alt esq: 2 | Alt dir: 2 
Chave:10526 | Alt esq: 0 | Alt dir: 0 
Chave:10527 | Alt esq: 1 | Alt dir: 1 
Chave:10528 | Alt esq: 0 | Alt dir: 0 
Chave:10529 | Alt esq: 3 | Alt dir: 3 
Chave:10530 | Alt esq: 0 | Alt dir: 0 
Chave:10531 | Alt esq: 1 | Alt dir: 2 
Chave:10532 | Alt esq: 0 | Alt dir: 1 
Chave:10533 | Alt esq: 0 | Alt dir: 0 
Chave:10534 | Alt esq: 5 | Alt dir: 5 
Chave:10535 | Alt esq: 0 | Alt dir: 0 
Chave:10536 | Alt esq: 1 | Alt dir: 0 
Chave:10537 | Alt esq: 2 | Alt dir: 3 
Chave:10538 | Alt esq: 0 | Alt dir: 0 
Chave:10539 | Alt esq: 1 | Alt dir: 2 
Chave:10540 | Alt esq: 0 | Alt dir: 0 
Chave:10541 | Alt esq: 1 | Alt dir: 0 
Chave:10542 | Alt esq: 4 | Alt dir: 4 
Chave:10543 | Alt esq: 0 | Alt dir: 0 
Chave:10544 | Alt esq: 1 | Alt dir: 0 
Chave:10545 | Alt esq: 2 | Alt dir: 1 
Chave:10546 | Alt esq: 0 | Alt dir: 0 
Chave:10547 | Alt esq: 3 | Alt dir: 3 
Chave:10548 | Alt esq: 0 | Alt dir: 1 
Chave:10549 | Alt esq: 0 | Alt dir: 0 
Chave:10550 | Alt esq: 2 | Alt dir: 1 
Chave:10551 | Alt esq: 0 | Alt dir: 0 
Chave:10552 | Alt esq: 6 | Alt dir: 5 
Chave:10553 | Alt esq: 0 | Alt dir: 0 
Chave:10554 | Alt esq: 1 | Alt dir: 2 
Chave:10555 | Alt esq: 0 | Alt dir: 0 
Chave:10556 | Alt esq: 1 | Alt dir: 1 
Chave:10557 | Alt esq: 0 | Alt dir: 0 
Chave:10558 | Alt esq: 3 | Alt dir: 2 
Chave:10559 | Alt esq: 0 | Alt dir: 0 
Chave:10560 | Alt esq: 1 | Alt dir: 1 
Chave:10561 | Alt esq: 0 | Alt dir: 0 
Chave:10562 | Alt esq: 4 | Alt dir: 4 
Chave:10563 | Alt esq: 0 | Alt dir: 0 
Chave:10564 | Alt esq: 1 | Alt dir: 0 
Chave:10565 | Alt esq: 2 | Alt dir: 2 
Chave:10566 | Alt esq: 0 | Alt dir: 1 
Chave:10567 | Alt esq: 0 | Alt dir: 0 
Chave:10568 | Alt esq: 3 | Alt dir: 2 
Chave:10569 | Alt esq: 0 | Alt dir: 0 
Chave:10570 | Alt esq: 1 | Alt dir: 1 
Chave:10571 | Alt esq: 0 | Alt dir: 0 
Chave:10572 | Alt esq: 7 | Alt dir: 7 
Chave:10573 | Alt esq: 0 | Alt dir: 0 
Chave:10574 | Alt esq: 1 | Alt dir: 1 
Chave:10575 | Alt esq: 0 | Alt dir: 0 
Chave:10576 | Alt esq: 2 | Alt dir: 3 
Chave:10577 | Alt esq: 0 | Alt dir: 0 
Chave:10578 | Alt esq: 1 | Alt dir: 1 
Chave:10579 | Alt esq: 0 | Alt dir: 0 
Chave:10580 | Alt esq: 2 | Alt dir: 1 
Chave:10581 | Alt esq: 0 | Alt dir: 0 
Chave:10582 | Alt esq: 4 | Alt dir: 3 
Chave:10583 | Alt esq: 0 | Alt dir: 0 
Chave:10584 | Alt esq: 1 | Alt dir: 1 
Chave:10585 | Alt esq: 0 | Alt dir: 0 
Chave:10586 | Alt esq: 2 | Alt dir: 2 
Chave:10587 | Alt esq: 0 | Alt dir: 0 
Chave:10588 | Alt esq: 1 | Alt dir: 0 
Chave:10589 | Alt esq: 5 | Alt dir: 5 
Chave:10590 | Alt esq: 0 | Alt dir: 0 
Chave:10591 | Alt esq: 1 | Alt dir: 0 
Chave:10592 | Alt esq: 2 | Alt dir: 1 
Chave:10593 | Alt esq: 0 | Alt dir: 0 
Chave:10594 | Alt esq: 3 | Alt dir: 3 
Chave:10595 | Alt esq: 0 | Alt dir: 0 
Chave:10596 | Alt esq: 1 | Alt dir: 0 
Chave:10597 | Alt esq: 2 | Alt dir: 2 
Chave:10598 | Alt esq: 0 | Alt dir: 0 
Chave:10599 | Alt esq: 1 | Alt dir: 1 
Chave:10600 | Alt esq: 0 | Alt dir: 0 
Chave:10601 | Alt esq: 4 | Alt dir: 4 
Chave:10602 | Alt esq: 0 | Alt dir: 1 
Chave:10603 | Alt esq: 0 | Alt dir: 0 
Chave:10604 | Alt esq: 2 | Alt dir: 2 
Chave:10605 | Alt esq: 0 | Alt dir: 1 
Chave:10606 | Alt esq: 0 | Alt dir: 0 
Chave:10607 | Alt esq: 3 | Alt dir: 2 
Chave:10608 | Alt esq: 0 | Alt dir: 0 
Chave:10609 | Alt esq: 1 | Alt dir: 1 
Chave:10610 | Alt esq: 0 | Alt dir: 0 
Chave:10611 | Alt esq: 6 | Alt dir: 5 
Chave:10612 | Alt esq: 0 | Alt dir: 0 
Chave:10613 | Alt esq: 1 | Alt dir: 0 
Chave:10614 | Alt esq: 2 | Alt dir: 2 
Chave:10615 | Alt esq: 0 | Alt dir: 0 
Chave:10616 | Alt esq: 1 | Alt dir: 1 
Chave:10617 | Alt esq: 0 | Alt dir: 0 
Chave:10618 | Alt esq: 3 | Alt dir: 3 
Chave:10619 | Alt esq: 0 | Alt dir: 0 
Chave:10620 | Alt esq: 1 | Alt dir: 1 
Chave:10621 | Alt esq: 0 | Alt dir: 0 
Chave:10622 | Alt esq: 2 | Alt dir: 1 
Chave:10623 | Alt esq: 0 | Alt dir: 0 
Chave:10624 | Alt esq: 4 | Alt dir: 4 
Chave:10625 | Alt esq: 0 | Alt dir: 0 
Chave:10626 | Alt esq: 1 | Alt dir: 1 
Chave:10627 | Alt esq: 0 | Alt dir: 0 
Chave:10628 | Alt esq: 2 | Alt dir: 3 
Chave:10629 | Alt esq: 0 | Alt dir: 1 
Chave:10630 | Alt esq: 0 | Alt dir: 0 
Chave:10631 | Alt esq: 2 | Alt dir: 1 
Chave:10632 | Alt esq: 0 | Alt dir: 0 
Chave:10633 | Alt esq: 8 | Alt dir: 8 
Chave:10634 | Alt esq: 0 | Alt dir: 0 
Chave:10635 | Alt esq: 1 | Alt dir: 0 
Chave:10636 | Alt esq: 2 | Alt dir: 2 
Chave:10637 | Alt esq: 0 | Alt dir: 1 
Chave:10638 | Alt esq: 0 | Alt dir: 0 
Chave:10639 | Alt esq: 3 | Alt dir: 3 
Chave:10640 | Alt esq: 0 | Alt dir: 0 
Chave:10641 | Alt esq: 1 | Alt dir: 0 
Chave:10642 | Alt esq: 2 | Alt dir: 2 
Chave:10643 | Alt esq: 0 | Alt dir: 0 
Chave:10644 | Alt esq: 1 | Alt dir: 1 
Chave:10645 | Alt esq: 0 | Alt dir: 0 
Chave:10646 | Alt esq: 4 | Alt dir: 5 
Chave:10647 | Alt esq: 0 | Alt dir: 0 
Chave:10648 | Alt esq: 1 | Alt dir: 0 
Chave:10649 | Alt esq: 2 | Alt dir: 2 
Chave:10650 | Alt esq: 0 | Alt dir: 1 
Chave:10651 | Alt esq: 0 | Alt dir: 0 
Chave:10652 | Alt esq: 3 | Alt dir: 3 
Chave:10653 | Alt esq: 0 | Alt dir: 0 
Chave:10654 | Alt esq: 1 | Alt dir: 1 
Chave:10655 | Alt esq: 0 | Alt dir: 0 
Chave:10656 | Alt esq: 2 | Alt dir: 2 
Chave:10657 | Alt esq: 0 | Alt dir: 1 
Chave:10658 | Alt esq: 0 | Alt dir: 0 
Chave:10659 | Alt esq: 4 | Alt dir: 4 
Chave:10660 | Alt esq: 0 | Alt dir: 0 
Chave:10661 | Alt esq: 1 | Alt dir: 0 
Chave:10662 | Alt esq: 2 | Alt dir: 1 
Chave:10663 | Alt esq: 0 | Alt dir: 0 
Chave:10664 | Alt esq: 3 | Alt dir: 3 
Chave:10665 | Alt esq: 0 | Alt dir: 0 
Chave:10666 | Alt esq: 1 | Alt dir: 2 
Chave:10667 | Alt esq: 0 | Alt dir: 1 
Chave:10668 | Alt esq: 0 | Alt dir: 0 
Chave:10669 | Alt esq: 6 | Alt dir: 6 
Chave:10670 | Alt esq: 0 | Alt dir: 0 
Chave:10671 | Alt esq: 1 | Alt dir: 1 
Chave:10672 | Alt esq: 0 | Alt dir: 0 
Chave:10673 | Alt esq: 2 | Alt dir: 3 
Chave:10674 | Alt esq: 0 | Alt dir: 1 
Chave:10675 | Alt esq: 0 | Alt dir: 0 
Chave:10676 | Alt esq: 2 | Alt dir: 1 
Chave:10677 | Alt esq: 0 | Alt dir: 0 
Chave:10678 | Alt esq: 4 | Alt dir: 3 
Chave:10679 | Alt esq: 0 | Alt dir: 0 
Chave:10680 | Alt esq: 1 | Alt dir: 1 
Chave:10681 | Alt esq: 0 | Alt dir: 0 
Chave:10682 | Alt esq: 2 | Alt dir: 1 
Chave:10683 | Alt esq: 0 | Alt dir: 0 
Chave:10684 | Alt esq: 5 | Alt dir: 4 
Chave:10685 | Alt esq: 0 | Alt dir: 0 
Chave:10686 | Alt esq: 1 | Alt dir: 1 
Chave:10687 | Alt esq: 0 | Alt dir: 0 
Chave:10688 | Alt esq: 2 | Alt dir: 1 
Chave:10689 | Alt esq: 0 | Alt dir: 0 
Chave:10690 | Alt esq: 3 | Alt dir: 3 
Chave:10691 | Alt esq: 0 | Alt dir: 0 
Chave:10692 | Alt esq: 1 | Alt dir: 2 
Chave:10693 | Alt esq: 0 | Alt dir: 1 
Chave:10694 | Alt esq: 0 | Alt dir: 0 
Chave:10695 | Alt esq: 7 | Alt dir: 7 
Chave:10696 | Alt esq: 0 | Alt dir: 1 
Chave:10697 | Alt esq: 0 | Alt dir: 0 
Chave:10698 | Alt esq: 2 | Alt dir: 2 
Chave:10699 | Alt esq: 0 | Alt dir: 0 
Chave:10700 | Alt esq: 1 | Alt dir: 1 
Chave:10701 | Alt esq: 0 | Alt dir: 0 
Chave:10702 | Alt esq: 3 | Alt dir: 2 
Chave:10703 | Alt esq: 0 | Alt dir: 0 
Chave:10704 | Alt esq: 1 | Alt dir: 1 
Chave:10705 | Alt esq: 0 | Alt dir: 0 
Chave:10706 | Alt esq: 4 | Alt dir: 4 
Chave:10707 | Alt esq: 0 | Alt dir: 0 
Chave:10708 | Alt esq: 1 | Alt dir: 1 
Chave:10709 | Alt esq: 0 | Alt dir: 0 
Chave:10710 | Alt esq: 2 | Alt dir: 2 
Chave:10711 | Alt esq: 0 | Alt dir: 1 
Chave:10712 | Alt esq: 0 | Alt dir: 0 
Chave:10713 | Alt esq: 3 | Alt dir: 3 
Chave:10714 | Alt esq: 0 | Alt dir: 0 
Chave:10715 | Alt esq: 1 | Alt dir: 0 
Chave:10716 | Alt esq: 2 | Alt dir: 2 
Chave:10717 | Alt esq: 0 | Alt dir: 0 
Chave:10718 | Alt esq: 1 | Alt dir: 1 
Chave:10719 | Alt esq: 0 | Alt dir: 0 
Chave:10720 | Alt esq: 5 | Alt dir: 5 
Chave:10721 | Alt esq: 0 | Alt dir: 0 
Chave:10722 | Alt esq: 1 | Alt dir: 1 
Chave:10723 | Alt esq: 0 | Alt dir: 0 
Chave:10724 | Alt esq: 2 | Alt dir: 3 
Chave:10725 | Alt esq: 0 | Alt dir: 0 
Chave:10726 | Alt esq: 1 | Alt dir: 2 
Chave:10727 | Alt esq: 0 | Alt dir: 0 
Chave:10728 | Alt esq: 1 | Alt dir: 0 
Chave:10729 | Alt esq: 4 | Alt dir: 4 
Chave:10730 | Alt esq: 0 | Alt dir: 1 
Chave:10731 | Alt esq: 0 | Alt dir: 0 
Chave:10732 | Alt esq: 2 | Alt dir: 3 
Chave:10733 | Alt esq: 0 | Alt dir: 1 
Chave:10734 | Alt esq: 0 | Alt dir: 0 
Chave:10735 | Alt esq: 2 | Alt dir: 1 
Chave:10736 | Alt esq: 0 | Alt dir: 0 
Chave:10737 | Alt esq: 6 | Alt dir: 6 
Chave:10738 | Alt esq: 0 | Alt dir: 1 
Chave:10739 | Alt esq: 0 | Alt dir: 0 
Chave:10740 | Alt esq: 2 | Alt dir: 1 
Chave:10741 | Alt esq: 0 | Alt dir: 0 
Chave:10742 | Alt esq: 3 | Alt dir: 2 
Chave:10743 | Alt esq: 0 | Alt dir: 0 
Chave:10744 | Alt esq: 1 | Alt dir: 0 
Chave:10745 | Alt esq: 4 | Alt dir: 4 
Chave:10746 | Alt esq: 0 | Alt dir: 0 
Chave:10747 | Alt esq: 1 | Alt dir: 0 
Chave:10748 | Alt esq: 2 | Alt dir: 2 
Chave:10749 | Alt esq: 0 | Alt dir: 0 
Chave:10750 | Alt esq: 1 | Alt dir: 1 
Chave:10751 | Alt esq: 0 | Alt dir: 0 
Chave:10752 | Alt esq: 3 | Alt dir: 2 
Chave:10753 | Alt esq: 0 | Alt dir: 0 
Chave:10754 | Alt esq: 1 | Alt dir: 0 
Chave:10755 | Alt esq: 5 | Alt dir: 5 
Chave:10756 | Alt esq: 0 | Alt dir: 0 
Chave:10757 | Alt esq: 1 | Alt dir: 1 
Chave:10758 | Alt esq: 0 | Alt dir: 0 
Chave:10759 | Alt esq: 2 | Alt dir: 1 
Chave:10760 | Alt esq: 0 | Alt dir: 0 
Chave:10761 | Alt esq: 3 | Alt dir: 3 
Chave:10762 | Alt esq: 0 | Alt dir: 0 
Chave:10763 | Alt esq: 1 | Alt dir: 0 
Chave:10764 | Alt esq: 2 | Alt dir: 2 
Chave:10765 | Alt esq: 0 | Alt dir: 0 
Chave:10766 | Alt esq: 1 | Alt dir: 1 
Chave:10767 | Alt esq: 0 | Alt dir: 0 
Chave:10768 | Alt esq: 4 | Alt dir: 3 
Chave:10769 | Alt esq: 0 | Alt dir: 0 
Chave:10770 | Alt esq: 1 | Alt dir: 0 
Chave:10771 | Alt esq: 2 | Alt dir: 2 
Chave:10772 | Alt esq: 0 | Alt dir: 0 
Chave:10773 | Alt esq: 1 | Alt dir: 1 
Chave:10774 | Alt esq: 0 | Alt dir: 0 
Chave:10775 | Alt esq: 9 | Alt dir: 9 
Chave:10776 | Alt esq: 0 | Alt dir: 0 
Chave:10777 | Alt esq: 1 | Alt dir: 2 
Chave:10778 | Alt esq: 0 | Alt dir: 0 
Chave:10779 | Alt esq: 1 | Alt dir: 0 
Chave:10780 | Alt esq: 3 | Alt dir: 3 
Chave:10781 | Alt esq: 0 | Alt dir: 1 
Chave:10782 | Alt esq: 0 | Alt dir: 0 
Chave:10783 | Alt esq: 2 | Alt dir: 2 
Chave:10784 | Alt esq: 0 | Alt dir: 1 
Chave:10785 | Alt esq: 0 | Alt dir: 0 
Chave:10786 | Alt esq: 4 | Alt dir: 4 
Chave:10787 | Alt esq: 0 | Alt dir: 0 
Chave:10788 | Alt esq: 1 | Alt dir: 0 
Chave:10789 | Alt esq: 2 | Alt dir: 3 
Chave:10790 | Alt esq: 0 | Alt dir: 0 
Chave:10791 | Alt esq: 1 | Alt dir: 2 
Chave:10792 | Alt esq: 0 | Alt dir: 0 
Chave:10793 | Alt esq: 1 | Alt dir: 1 
Chave:10794 | Alt esq: 0 | Alt dir: 0 
Chave:10795 | Alt esq: 5 | Alt dir: 5 
Chave:10796 | Alt esq: 0 | Alt dir: 0 
Chave:10797 | Alt esq: 1 | Alt dir: 1 
Chave:10798 | Alt esq: 0 | Alt dir: 0 
Chave:10799 | Alt esq: 2 | Alt dir: 2 
Chave:10800 | Alt esq: 0 | Alt dir: 0 
Chave:10801 | Alt esq: 1 | Alt dir: 1 
Chave:10802 | Alt esq: 0 | Alt dir: 0 
Chave:10803 | Alt esq: 3 | Alt dir: 3 
Chave:10804 | Alt esq: 0 | Alt dir: 0 
Chave:10805 | Alt esq: 1 | Alt dir: 1 
Chave:10806 | Alt esq: 0 | Alt dir: 0 
Chave:10807 | Alt esq: 2 | Alt dir: 1 
Chave:10808 | Alt esq: 0 | Alt dir: 0 
Chave:10809 | Alt esq: 4 | Alt dir: 4 
Chave:10810 | Alt esq: 0 | Alt dir: 0 
Chave:10811 | Alt esq: 1 | Alt dir: 0 
Chave:10812 | Alt esq: 2 | Alt dir: 1 
Chave:10813 | Alt esq: 0 | Alt dir: 0 
Chave:10814 | Alt esq: 3 | Alt dir: 2 
Chave:10815 | Alt esq: 0 | Alt dir: 1 
Chave:10816 | Alt esq: 0 | Alt dir: 0 
Chave:10817 | Alt esq: 6 | Alt dir: 7 
Chave:10818 | Alt esq: 0 | Alt dir: 0 
Chave:10819 | Alt esq: 1 | Alt dir: 1 
Chave:10820 | Alt esq: 0 | Alt dir: 0 
Chave:10821 | Alt esq: 2 | Alt dir: 2 
Chave:10822 | Alt esq: 0 | Alt dir: 0 
Chave:10823 | Alt esq: 1 | Alt dir: 1 
Chave:10824 | Alt esq: 0 | Alt dir: 0 
Chave:10825 | Alt esq: 3 | Alt dir: 2 
Chave:10826 | Alt esq: 0 | Alt dir: 1 
Chave:10827 | Alt esq: 0 | Alt dir: 0 
Chave:10828 | Alt esq: 4 | Alt dir: 5 
Chave:10829 | Alt esq: 0 | Alt dir: 0 
Chave:10830 | Alt esq: 1 | Alt dir: 2 
Chave:10831 | Alt esq: 0 | Alt dir: 0 
Chave:10832 | Alt esq: 1 | Alt dir: 1 
Chave:10833 | Alt esq: 0 | Alt dir: 0 
Chave:10834 | Alt esq: 3 | Alt dir: 3 
Chave:10835 | Alt esq: 0 | Alt dir: 0 
Chave:10836 | Alt esq: 1 | Alt dir: 2 
Chave:10837 | Alt esq: 0 | Alt dir: 0 
Chave:10838 | Alt esq: 1 | Alt dir: 0 
Chave:10839 | Alt esq: 4 | Alt dir: 4 
Chave:10840 | Alt esq: 0 | Alt dir: 0 
Chave:10841 | Alt esq: 1 | Alt dir: 0 
Chave:10842 | Alt esq: 2 | Alt dir: 1 
Chave:10843 | Alt esq: 0 | Alt dir: 0 
Chave:10844 | Alt esq: 3 | Alt dir: 3 
Chave:10845 | Alt esq: 0 | Alt dir: 0 
Chave:10846 | Alt esq: 1 | Alt dir: 2 
Chave:10847 | Alt esq: 0 | Alt dir: 0 
Chave:10848 | Alt esq: 1 | Alt dir: 0 
Chave:10849 | Alt esq: 6 | Alt dir: 5 
Chave:10850 | Alt esq: 0 | Alt dir: 0 
Chave:10851 | Alt esq: 1 | Alt dir: 0 
Chave:10852 | Alt esq: 2 | Alt dir: 2 
Chave:10853 | Alt esq: 0 | Alt dir: 0 
Chave:10854 | Alt esq: 1 | Alt dir: 0 
Chave:10855 | Alt esq: 3 | Alt dir: 3 
Chave:10856 | Alt esq: 0 | Alt dir: 0 
Chave:10857 | Alt esq: 1 | Alt dir: 0 
Chave:10858 | Alt esq: 2 | Alt dir: 1 
Chave:10859 | Alt esq: 0 | Alt dir: 0 
Chave:10860 | Alt esq: 4 | Alt dir: 4 
Chave:10861 | Alt esq: 0 | Alt dir: 1 
Chave:10862 | Alt esq: 0 | Alt dir: 0 
Chave:10863 | Alt esq: 2 | Alt dir: 3 
Chave:10864 | Alt esq: 0 | Alt dir: 1 
Chave:10865 | Alt esq: 0 | Alt dir: 0 
Chave:10866 | Alt esq: 2 | Alt dir: 1 
Chave:10867 | Alt esq: 0 | Alt dir: 0 
Chave:10868 | Alt esq: 8 | Alt dir: 8 
Chave:10869 | Alt esq: 0 | Alt dir: 0 
Chave:10870 | Alt esq: 1 | Alt dir: 1 
Chave:10871 | Alt esq: 0 | Alt dir: 0 
Chave:10872 | Alt esq: 2 | Alt dir: 2 
Chave:10873 | Alt esq: 0 | Alt dir: 0 
Chave:10874 | Alt esq: 1 | Alt dir: 0 
Chave:10875 | Alt esq: 3 | Alt dir: 4 
Chave:10876 | Alt esq: 0 | Alt dir: 0 
Chave:10877 | Alt esq: 1 | Alt dir: 1 
Chave:10878 | Alt esq: 0 | Alt dir: 0 
Chave:10879 | Alt esq: 2 | Alt dir: 2 
Chave:10880 | Alt esq: 0 | Alt dir: 1 
Chave:10881 | Alt esq: 0 | Alt dir: 0 
Chave:10882 | Alt esq: 3 | Alt dir: 3 
Chave:10883 | Alt esq: 0 | Alt dir: 0 
Chave:10884 | Alt esq: 1 | Alt dir: 0 
Chave:10885 | Alt esq: 2 | Alt dir: 1 
Chave:10886 | Alt esq: 0 | Alt dir: 0 
Chave:10887 | Alt esq: 5 | Alt dir: 5 
Chave:10888 | Alt esq: 0 | Alt dir: 0 
Chave:10889 | Alt esq: 1 | Alt dir: 0 
Chave:10890 | Alt esq: 2 | Alt dir: 1 
Chave:10891 | Alt esq: 0 | Alt dir: 0 
Chave:10892 | Alt esq: 3 | Alt dir: 3 
Chave:10893 | Alt esq: 0 | Alt dir: 0 
Chave:10894 | Alt esq: 1 | Alt dir: 0 
Chave:10895 | Alt esq: 2 | Alt dir: 2 
Chave:10896 | Alt esq: 0 | Alt dir: 0 
Chave:10897 | Alt esq: 1 | Alt dir: 1 
Chave:10898 | Alt esq: 0 | Alt dir: 0 
Chave:10899 | Alt esq: 4 | Alt dir: 4 
Chave:10900 | Alt esq: 0 | Alt dir: 0 
Chave:10901 | Alt esq: 1 | Alt dir: 0 
Chave:10902 | Alt esq: 2 | Alt dir: 1 
Chave:10903 | Alt esq: 0 | Alt dir: 0 
Chave:10904 | Alt esq: 3 | Alt dir: 2 
Chave:10905 | Alt esq: 0 | Alt dir: 1 
Chave:10906 | Alt esq: 0 | Alt dir: 0 
Chave:10907 | Alt esq: 6 | Alt dir: 6 
Chave:10908 | Alt esq: 0 | Alt dir: 0 
Chave:10909 | Alt esq: 1 | Alt dir: 1 
Chave:10910 | Alt esq: 0 | Alt dir: 0 
Chave:10911 | Alt esq: 2 | Alt dir: 1 
Chave:10912 | Alt esq: 0 | Alt dir: 0 
Chave:10913 | Alt esq: 3 | Alt dir: 3 
Chave:10914 | Alt esq: 0 | Alt dir: 0 
Chave:10915 | Alt esq: 1 | Alt dir: 1 
Chave:10916 | Alt esq: 0 | Alt dir: 0 
Chave:10917 | Alt esq: 2 | Alt dir: 2 
Chave:10918 | Alt esq: 0 | Alt dir: 0 
Chave:10919 | Alt esq: 1 | Alt dir: 1 
Chave:10920 | Alt esq: 0 | Alt dir: 0 
Chave:10921 | Alt esq: 4 | Alt dir: 5 
Chave:10922 | Alt esq: 0 | Alt dir: 0 
Chave:10923 | Alt esq: 1 | Alt dir: 1 
Chave:10924 | Alt esq: 0 | Alt dir: 0 
Chave:10925 | Alt esq: 2 | Alt dir: 1 
Chave:10926 | Alt esq: 0 | Alt dir: 0 
Chave:10927 | Alt esq: 3 | Alt dir: 2 
Chave:10928 | Alt esq: 0 | Alt dir: 0 
Chave:10929 | Alt esq: 1 | Alt dir: 0 
Chave:10930 | Alt esq: 4 | Alt dir: 4 
Chave:10931 | Alt esq: 0 | Alt dir: 0 
Chave:10932 | Alt esq: 1 | Alt dir: 2 
Chave:10933 | Alt esq: 0 | Alt dir: 0 
Chave:10934 | Alt esq: 1 | Alt dir: 0 
Chave:10935 | Alt esq: 3 | Alt dir: 3 
Chave:10936 | Alt esq: 0 | Alt dir: 0 
Chave:10937 | Alt esq: 1 | Alt dir: 0 
Chave:10938 | Alt esq: 2 | Alt dir: 2 
Chave:10939 | Alt esq: 0 | Alt dir: 0 
Chave:10940 | Alt esq: 1 | Alt dir: 0 
Chave:10941 | Alt esq: 7 | Alt dir: 7 
Chave:10942 | Alt esq: 0 | Alt dir: 0 
Chave:10943 | Alt esq: 1 | Alt dir: 0 
Chave:10944 | Alt esq: 2 | Alt dir: 1 
Chave:10945 | Alt esq: 0 | Alt dir: 0 
Chave:10946 | Alt esq: 3 | Alt dir: 2 
Chave:10947 | Alt esq: 0 | Alt dir: 0 
Chave:10948 | Alt esq: 1 | Alt dir: 1 
Chave:10949 | Alt esq: 0 | Alt dir: 0 
Chave:10950 | Alt esq: 4 | Alt dir: 4 
Chave:10951 | Alt esq: 0 | Alt dir: 0 
Chave:10952 | Alt esq: 1 | Alt dir: 2 
Chave:10953 | Alt esq: 0 | Alt dir: 0 
Chave:10954 | Alt esq: 1 | Alt dir: 0 
Chave:10955 | Alt esq: 3 | Alt dir: 3 
Chave:10956 | Alt esq: 0 | Alt dir: 0 
Chave:10957 | Alt esq: 1 | Alt dir: 1 
Chave:10958 | Alt esq: 0 | Alt dir: 0 
Chave:10959 | Alt esq: 2 | Alt dir: 2 
Chave:10960 | Alt esq: 0 | Alt dir: 1 
Chave:10961 | Alt esq: 0 | Alt dir: 0 
Chave:10962 | Alt esq: 5 | Alt dir: 4 
Chave:10963 | Alt esq: 0 | Alt dir: 0 
Chave:10964 | Alt esq: 1 | Alt dir: 0 
Chave:10965 | Alt esq: 2 | Alt dir: 1 
Chave:10966 | Alt esq: 0 | Alt dir: 0 
Chave:10967 | Alt esq: 3 | Alt dir: 3 
Chave:10968 | Alt esq: 0 | Alt dir: 1 
Chave:10969 | Alt esq: 0 | Alt dir: 0 
Chave:10970 | Alt esq: 2 | Alt dir: 2 
Chave:10971 | Alt esq: 0 | Alt dir: 0 
Chave:10972 | Alt esq: 1 | Alt dir: 0 
Chave:10973 | Alt esq: 6 | Alt dir: 6 
Chave:10974 | Alt esq: 0 | Alt dir: 1 
Chave:10975 | Alt esq: 0 | Alt dir: 0 
Chave:10976 | Alt esq: 2 | Alt dir: 3 
Chave:10977 | Alt esq: 0 | Alt dir: 0 
Chave:10978 | Alt esq: 1 | Alt dir: 2 
Chave:10979 | Alt esq: 0 | Alt dir: 1 
Chave:10980 | Alt esq: 0 | Alt dir: 0 
Chave:10981 | Alt esq: 4 | Alt dir: 3 
Chave:10982 | Alt esq: 0 | Alt dir: 0 
Chave:10983 | Alt esq: 1 | Alt dir: 1 
Chave:10984 | Alt esq: 0 | Alt dir: 0 
Chave:10985 | Alt esq: 2 | Alt dir: 2 
Chave:10986 | Alt esq: 0 | Alt dir: 0 
Chave:10987 | Alt esq: 1 | Alt dir: 0 
Chave:10988 | Alt esq: 5 | Alt dir: 4 
Chave:10989 | Alt esq: 0 | Alt dir: 1 
Chave:10990 | Alt esq: 0 | Alt dir: 0 
Chave:10991 | Alt esq: 2 | Alt dir: 1 
Chave:10992 | Alt esq: 0 | Alt dir: 0 
Chave:10993 | Alt esq: 3 | Alt dir: 3 
Chave:10994 | Alt esq: 0 | Alt dir: 0 
Chave:10995 | Alt esq: 1 | Alt dir: 0 
Chave:10996 | Alt esq: 2 | Alt dir: 2 
Chave:10997 | Alt esq: 0 | Alt dir: 0 
